"t","y","x","w","y.true","y.wx","w.x"
1,16.4097846412286,0.521676899955411,0.186160305086865,16.7774755520874,17.0090071856782,-0.523297480307519
1,18.6176799847293,0.846458680291133,1.40975309298309,16.9513028187765,16.0891592274249,-0.188485760707408
1,14.4728591374468,0.258529418148516,-0.59633539663503,16.0338286231107,14.6442231497459,-0.630539449863136
1,17.9027534503497,0.0317954954135315,-1.66763047271322,20.2987599045956,20.7091244487319,0.734158085659146
1,16.6878005277588,0.523057123060676,0.129555865064347,16.7855274351119,18.3976546054366,0.916438990272582
1,16.2983480710128,0.10781286115449,-0.704502673763743,17.9990319826636,18.848217275503,0.544208129867911
1,13.7117482793914,0.178459656115407,-0.565764968280393,16.7188969836976,16.2801533706238,0.338831069413573
1,19.5968053040479,0.0593850988445609,-1.13468715100983,19.3392974303334,19.2752484794765,0.316791895776987
1,16.7355428115722,0.323973187803763,-0.390721207905076,15.9177580470631,16.4715709345515,0.800626736599952
1,18.3149351122635,0.0611715764915599,-1.12662477199267,19.2822990734179,19.6449087554067,-0.0994808212853968
1,18.16535245179,0.55210334070163,0.301213318243981,16.9509439829249,16.2989325575302,-0.211512557696551
1,19.4353806728671,0.0653753193334456,-1.03574431536065,19.1505585390589,17.477502381736,-0.756170929875225
1,14.7400611424827,0.364086851980001,-0.568674316053956,15.9875369021493,14.9041153384425,-0.282929603941739
1,12.7112422020045,0.31654499903932,-0.629238285413318,15.9151867669219,15.7942232336505,-0.188854003325105
1,16.9892762107792,0.550356873884742,-0.34285565759258,16.9412801056895,16.5405133562084,-0.421507798600942
1,17.2602064621017,0.415039643769442,-0.0685809108894943,16.18258194906,15.7366971726417,-0.533277069684118
1,15.6253573413459,0.215841545854432,-1.27943511081659,16.3116814716314,16.7839959812084,0.824877787381411
1,16.8140473637774,0.530612789937756,0.40042176793002,16.8293665881022,18.0184779886885,0.951127240434289
1,16.3028048712547,0.196727404688175,-0.810825744390487,16.4990872738432,16.2818426507579,0.0597904487513006
1,15.2078242681615,0.266981037729392,-0.673033534758807,15.9995490312857,16.9767454770179,0.204655472189188
1,16.2178970632543,0.340224989975607,-0.113947601830243,15.935273657257,15.6181526152646,-0.146879666950554
1,16.2919765189103,0.0880581305664848,-1.20271059479801,18.4957750702926,17.9866613285812,0.807061785832047
1,17.2685826327055,0.130593257712837,-0.984289884598878,17.505528000003,18.7933561183633,0.970586171839386
1,18.6263494326702,0.0616970012554956,-1.62596542738358,19.2656504728034,20.5247616606149,-0.595799326431006
1,17.2132855899759,0.139363310660278,-0.952004304238467,17.3369447577993,17.5128889179321,0.464510038960725
1,16.7211207700815,0.103471530747352,-0.822828277041949,18.1025587059048,18.3074668204006,-0.2898811371997
1,17.1249460813589,0.522134168259251,0.272499750459784,16.7801444622198,16.898663094491,0.503619431518018
1,18.9579625613868,0.205429863156274,-0.818189920244305,16.4085576617276,15.499167349099,-0.817353331018239
1,17.8036312561974,0.707846684820202,0.805526568939529,17.4735911550214,17.6882245652802,0.404938777908683
